person_id,name,gender,birth_year,death_year,biography,generation,genealogy_id,birth_family_id
59943,王云,M,1684,1755,精于农事，善于经营，家道日益兴旺。,8,2,16661
59944,王海,M,1689,1748,为人正直，乐于助人，在乡里享有崇高威望。,8,2,
59945,王瑞,F,1679,1744,学识渊博，教书育人，桃李满天下。,8,2,
59946,王瑞,F,1685,1765,一生勤劳朴实，耕读传家。,8,2,
59947,王海,M,1693,1751,精于农事，善于经营，家道日益兴旺。,8,2,16662
59948,王凤,F,1689,,性情温和，与邻为善，家庭和睦。,8,2,
59949,王莺,F,1679,,投笔从戎，保家卫国，战功赫赫。,8,2,16663
59950,王雪,M,1682,1737,潜心学问，著述丰富，为后世留下宝贵文化遗产。,8,2,16663
59951,王玲,M,1684,1736,为人正直，乐于助人，在乡里享有崇高威望。,8,2,
59952,王媛,F,1682,1764,学识渊博，教书育人，桃李满天下。,8,2,
59953,王静,M,1697,1770,投笔从戎，保家卫国，战功赫赫。,8,2,16664
59954,王艳,M,1701,1768,投笔从戎，保家卫国，战功赫赫。,8,2,16664
59955,王雪,F,1696,1752,学识渊博，教书育人，桃李满天下。,8,2,
59956,王环,F,1706,1756,投笔从戎，保家卫国，战功赫赫。,8,2,
59957,王莲,F,1683,1737,性情温和，与邻为善，家庭和睦。,8,2,16665
59958,王建,M,1681,1745,学识渊博，教书育人，桃李满天下。,8,2,
59959,王萍,F,1682,1743,潜心学问，著述丰富，为后世留下宝贵文化遗产。,8,2,16666
59960,王雪,M,1681,1752,为人正直，乐于助人，在乡里享有崇高威望。,8,2,
59961,王敏,M,1664,1726,为人正直，乐于助人，在乡里享有崇高威望。,8,2,16667
59962,王华,F,1668,,潜心学问，著述丰富，为后世留下宝贵文化遗产。,8,2,16667
59963,王云,F,1660,1740,性情温和，与邻为善，家庭和睦。,8,2,
59964,王桂,M,1667,1719,经商有道，诚信经营，富甲一方。,8,2,
59965,王贞,F,1688,1741,一生勤劳朴实，耕读传家。,8,2,16668
59966,王刚,M,1685,1758,学识渊博，教书育人，桃李满天下。,8,2,
59967,王瑞,F,1680,1752,性情温和，与邻为善，家庭和睦。,8,2,16669
59968,王贞,F,1678,1729,为人正直，乐于助人，在乡里享有崇高威望。,8,2,16669
59969,王芳,M,1680,1744,性情温和，与邻为善，家庭和睦。,8,2,
59970,王平,M,1679,1746,为人正直，乐于助人，在乡里享有崇高威望。,8,2,
59971,王军,M,1678,1744,性情温和，与邻为善，家庭和睦。,8,2,16670
59972,王红,F,1690,,潜心学问，著述丰富，为后世留下宝贵文化遗产。,8,2,16670
59973,王文,M,1679,1751,投笔从戎，保家卫国，战功赫赫。,8,2,16670
59974,王凤,F,1680,1740,精通医术，悬壶济世，救人无数。,8,2,
59975,王云,M,1693,1756,一生勤劳朴实，耕读传家。,8,2,
59976,王真,F,1684,1766,潜心学问，著述丰富，为后世留下宝贵文化遗产。,8,2,
59977,王勇,M,1700,1785,学识渊博，教书育人，桃李满天下。,8,2,16671
59978,王伟,M,1701,1755,历经风雨，坚韧不拔，白手起家。,8,2,16671
59979,王萍,F,1703,1787,一生勤劳朴实，耕读传家。,8,2,
59980,王荣,F,1696,1767,性情温和，与邻为善，家庭和睦。,8,2,
59981,王刚,M,1680,,投笔从戎，保家卫国，战功赫赫。,8,2,16672
59982,王媛,F,1677,,潜心学问，著述丰富，为后世留下宝贵文化遗产。,8,2,
59983,王艳,M,1693,1755,精通医术，悬壶济世，救人无数。,8,2,16673
59984,王真,F,1690,1761,经商有道，诚信经营，富甲一方。,8,2,
59985,王荣,F,1693,1770,投笔从戎，保家卫国，战功赫赫。,8,2,16674
59986,王华,M,1690,,精于农事，善于经营，家道日益兴旺。,8,2,
59987,王桂,M,1678,1734,性情温和，与邻为善，家庭和睦。,8,2,16675
59988,王巧,F,1681,1741,经商有道，诚信经营，富甲一方。,8,2,
59989,王云,F,1689,1762,性情温和，与邻为善，家庭和睦。,8,2,16676
59990,王超,M,1694,,精通医术，悬壶济世，救人无数。,8,2,
59991,王桂,M,1684,1739,精通医术，悬壶济世，救人无数。,8,2,16677
59992,王文,M,1693,1770,性情温和，与邻为善，家庭和睦。,8,2,16677
59993,王兰,F,1689,,经商有道，诚信经营，富甲一方。,8,2,
59994,王洁,F,1691,1748,一生勤劳朴实，耕读传家。,8,2,
59995,王燕,M,1697,1762,精通医术，悬壶济世，救人无数。,8,2,16678
59996,王凤,F,1702,1767,学识渊博，教书育人，桃李满天下。,8,2,
59997,王兰,M,1693,1746,精于农事，善于经营，家道日益兴旺。,8,2,16679
59998,王强,M,1699,1774,性情温和，与邻为善，家庭和睦。,8,2,16679
59999,王红,F,1699,1779,精于农事，善于经营，家道日益兴旺。,8,2,16679
60000,王燕,F,1696,1779,投笔从戎，保家卫国，战功赫赫。,8,2,
60001,王芳,F,1697,1766,潜心学问，著述丰富，为后世留下宝贵文化遗产。,8,2,
60002,王桂,M,1703,1781,历经风雨，坚韧不拔，白手起家。,8,2,
60003,王华,M,1686,1760,历经风雨，坚韧不拔，白手起家。,8,2,16680
60004,王莉,F,1691,1747,学识渊博，教书育人，桃李满天下。,8,2,
60005,王云,F,1684,1761,为人正直，乐于助人，在乡里享有崇高威望。,8,2,16681
60006,王云,M,1684,1734,学识渊博，教书育人，桃李满天下。,8,2,16681
60007,王洋,M,1685,1737,投笔从戎，保家卫国，战功赫赫。,8,2,
60008,王梅,F,1683,1760,精于农事，善于经营，家道日益兴旺。,8,2,
60009,王芳,F,1691,1745,精于农事，善于经营，家道日益兴旺。,8,2,16682
60010,王明,M,1675,,性情温和，与邻为善，家庭和睦。,8,2,16682
60011,王月,F,1686,1771,历经风雨，坚韧不拔，白手起家。,8,2,16682
60012,王海,M,1688,1772,投笔从戎，保家卫国，战功赫赫。,8,2,
60013,王霞,F,1675,1760,精通医术，悬壶济世，救人无数。,8,2,
60014,王洋,M,1687,1757,投笔从戎，保家卫国，战功赫赫。,8,2,
60015,王玲,F,1689,1774,精于农事，善于经营，家道日益兴旺。,8,2,16683
60016,王琼,F,1681,1740,投笔从戎，保家卫国，战功赫赫。,8,2,16683
60017,王兰,M,1685,1742,精通医术，悬壶济世，救人无数。,8,2,
60018,王强,M,1684,1759,学识渊博，教书育人，桃李满天下。,8,2,
60019,王艳,M,1689,1762,投笔从戎，保家卫国，战功赫赫。,8,2,16684
60020,王涛,M,1687,1756,潜心学问，著述丰富，为后世留下宝贵文化遗产。,8,2,16684
60021,王珍,F,1692,1746,精于农事，善于经营，家道日益兴旺。,8,2,
60022,王凡,F,1683,1766,精于农事，善于经营，家道日益兴旺。,8,2,
60023,王玲,M,1679,,学识渊博，教书育人，桃李满天下。,8,2,16685
60024,王环,F,1665,1717,为人正直，乐于助人，在乡里享有崇高威望。,8,2,16685
60025,王珍,F,1668,,精通医术，悬壶济世，救人无数。,8,2,16685
60026,王洁,F,1682,1764,潜心学问，著述丰富，为后世留下宝贵文化遗产。,8,2,
60027,王玉,M,1661,1720,性情温和，与邻为善，家庭和睦。,8,2,
60028,王志,M,1669,1745,为人正直，乐于助人，在乡里享有崇高威望。,8,2,
60029,王佳,F,1686,1750,一生勤劳朴实，耕读传家。,8,2,16686
60030,王雪,M,1681,1748,历经风雨，坚韧不拔，白手起家。,8,2,
60031,王洁,F,1684,1764,一生勤劳朴实，耕读传家。,8,2,16687
60032,王超,M,1688,1762,潜心学问，著述丰富，为后世留下宝贵文化遗产。,8,2,
60033,王嘉,F,1671,1749,潜心学问，著述丰富，为后世留下宝贵文化遗产。,8,2,16688
60034,王萍,F,1684,1748,潜心学问，著述丰富，为后世留下宝贵文化遗产。,8,2,16688
60035,王静,M,1667,1737,潜心学问，著述丰富，为后世留下宝贵文化遗产。,8,2,
60036,王婷,M,1689,1753,潜心学问，著述丰富，为后世留下宝贵文化遗产。,8,2,
60037,王荣,F,1682,1744,性情温和，与邻为善，家庭和睦。,8,2,16689
60038,王梅,M,1669,1749,经商有道，诚信经营，富甲一方。,8,2,16689
60039,王英,M,1686,1761,为人正直，乐于助人，在乡里享有崇高威望。,8,2,
60040,王琼,F,1666,1728,投笔从戎，保家卫国，战功赫赫。,8,2,
60041,王军,M,1684,1748,一生勤劳朴实，耕读传家。,8,2,16690
60042,王兰,F,1680,1743,经商有道，诚信经营，富甲一方。,8,2,16690
60043,王梅,F,1687,1743,精通医术，悬壶济世，救人无数。,8,2,16690
60044,王荣,F,1683,1760,投笔从戎，保家卫国，战功赫赫。,8,2,
60045,王海,M,1682,1739,精于农事，善于经营，家道日益兴旺。,8,2,
60046,王霞,M,1689,,历经风雨，坚韧不拔，白手起家。,8,2,
60047,王莺,F,1681,1740,性情温和，与邻为善，家庭和睦。,8,2,16691
60048,王雪,M,1679,1751,学识渊博，教书育人，桃李满天下。,8,2,
60049,王英,F,1697,1775,一生勤劳朴实，耕读传家。,8,2,16692
60050,王文,M,1688,1752,精通医术，悬壶济世，救人无数。,8,2,16692
60051,王平,M,1702,1780,性情温和，与邻为善，家庭和睦。,8,2,
60052,王嘉,F,1691,1765,精通医术，悬壶济世，救人无数。,8,2,
60053,王环,F,1690,1740,精通医术，悬壶济世，救人无数。,8,2,16693
60054,王海,M,1687,1749,学识渊博，教书育人，桃李满天下。,8,2,
60055,王英,F,1705,1758,为人正直，乐于助人，在乡里享有崇高威望。,8,2,16694
60056,王素,F,1689,,历经风雨，坚韧不拔，白手起家。,8,2,16694
60057,王云,M,1709,1783,精通医术，悬壶济世，救人无数。,8,2,
60058,王伟,M,1687,1749,精于农事，善于经营，家道日益兴旺。,8,2,
60059,王霞,F,1681,1765,为人正直，乐于助人，在乡里享有崇高威望。,8,2,16695
60060,王婷,M,1681,1760,为人正直，乐于助人，在乡里享有崇高威望。,8,2,16695
60061,王海,M,1679,1737,一生勤劳朴实，耕读传家。,8,2,
60062,王美,F,1686,1756,性情温和，与邻为善，家庭和睦。,8,2,
60063,王凤,F,1686,1766,为人正直，乐于助人，在乡里享有崇高威望。,8,2,16696
60064,王雪,F,1696,,潜心学问，著述丰富，为后世留下宝贵文化遗产。,8,2,16696
60065,王凡,F,1690,1756,性情温和，与邻为善，家庭和睦。,8,2,16696
60066,王兰,M,1691,,学识渊博，教书育人，桃李满天下。,8,2,
60067,王明,M,1696,1777,性情温和，与邻为善，家庭和睦。,8,2,
60068,王刚,M,1686,1761,学识渊博，教书育人，桃李满天下。,8,2,
60069,王磊,M,1689,1741,潜心学问，著述丰富，为后世留下宝贵文化遗产。,8,2,16697
60070,王燕,F,1676,,经商有道，诚信经营，富甲一方。,8,2,16697
60071,王云,F,1681,1750,精通医术，悬壶济世，救人无数。,8,2,16697
60072,王莺,F,1688,1748,精于农事，善于经营，家道日益兴旺。,8,2,
60073,王平,M,1671,1747,精通医术，悬壶济世，救人无数。,8,2,
60074,王娜,M,1677,1730,经商有道，诚信经营，富甲一方。,8,2,
60075,王珍,M,1681,1744,性情温和，与邻为善，家庭和睦。,8,2,16698
60076,王莉,F,1669,1737,经商有道，诚信经营，富甲一方。,8,2,16698
60077,王真,F,1674,1749,性情温和，与邻为善，家庭和睦。,8,2,16698
60078,王真,F,1684,1769,精于农事，善于经营，家道日益兴旺。,8,2,
60079,王云,M,1674,1748,性情温和，与邻为善，家庭和睦。,8,2,
60080,王洋,M,1673,1755,潜心学问，著述丰富，为后世留下宝贵文化遗产。,8,2,
60081,王媛,F,1684,1762,学识渊博，教书育人，桃李满天下。,8,2,16699
60082,王文,M,1683,1739,精通医术，悬壶济世，救人无数。,8,2,
60083,王娜,M,1673,1742,学识渊博，教书育人，桃李满天下。,8,2,16700
60084,王真,F,1676,1750,为人正直，乐于助人，在乡里享有崇高威望。,8,2,16700
60085,王雪,F,1668,1720,潜心学问，著述丰富，为后世留下宝贵文化遗产。,8,2,
60086,王玲,M,1677,,为人正直，乐于助人，在乡里享有崇高威望。,8,2,
60087,王燕,F,1679,1758,为人正直，乐于助人，在乡里享有崇高威望。,8,2,16701
60088,王建,M,1681,1766,为人正直，乐于助人，在乡里享有崇高威望。,8,2,
60089,王珍,F,1692,1753,为人正直，乐于助人，在乡里享有崇高威望。,8,2,16702
60090,王洁,F,1692,1760,一生勤劳朴实，耕读传家。,8,2,16702
60091,王英,F,1691,1772,为人正直，乐于助人，在乡里享有崇高威望。,8,2,16702
60092,王秀,M,1687,1758,学识渊博，教书育人，桃李满天下。,8,2,
60093,王磊,M,1694,1770,为人正直，乐于助人，在乡里享有崇高威望。,8,2,
60094,王桂,M,1688,1753,为人正直，乐于助人，在乡里享有崇高威望。,8,2,
60095,王真,F,1690,1742,学识渊博，教书育人，桃李满天下。,8,2,16703
60096,王燕,F,1692,1755,性情温和，与邻为善，家庭和睦。,8,2,16703
60097,王玲,M,1685,1748,为人正直，乐于助人，在乡里享有崇高威望。,8,2,
60098,王燕,M,1691,1773,经商有道，诚信经营，富甲一方。,8,2,
60099,王莉,F,1670,1723,经商有道，诚信经营，富甲一方。,8,2,16704
60100,王海,M,1671,1726,精通医术，悬壶济世，救人无数。,8,2,
60101,王旭,M,1675,1740,潜心学问，著述丰富，为后世留下宝贵文化遗产。,8,2,16705
60102,王巧,F,1663,1729,投笔从戎，保家卫国，战功赫赫。,8,2,16705
60103,王妹,F,1673,1736,学识渊博，教书育人，桃李满天下。,8,2,16705
60104,王嘉,F,1680,1762,精通医术，悬壶济世，救人无数。,8,2,
60105,王敏,M,1662,1718,潜心学问，著述丰富，为后世留下宝贵文化遗产。,8,2,
60106,王梅,M,1676,1743,性情温和，与邻为善，家庭和睦。,8,2,
60107,王兰,M,1674,,性情温和，与邻为善，家庭和睦。,8,2,16706
60108,王丽,M,1675,1754,投笔从戎，保家卫国，战功赫赫。,8,2,16706
60109,王素,F,1678,1758,学识渊博，教书育人，桃李满天下。,8,2,
60110,王霞,F,1672,1728,精于农事，善于经营，家道日益兴旺。,8,2,
60111,王凤,F,1668,,学识渊博，教书育人，桃李满天下。,8,2,16707
60112,王文,M,1671,1741,投笔从戎，保家卫国，战功赫赫。,8,2,
60113,王旭,M,1679,1738,历经风雨，坚韧不拔，白手起家。,8,2,16708
60114,王莉,F,1684,,精通医术，悬壶济世，救人无数。,8,2,
60115,王佳,F,1693,1759,为人正直，乐于助人，在乡里享有崇高威望。,8,2,16709
60116,王桂,M,1687,1746,精于农事，善于经营，家道日益兴旺。,8,2,16709
60117,王旭,M,1696,1781,投笔从戎，保家卫国，战功赫赫。,8,2,
60118,王芳,F,1690,1773,历经风雨，坚韧不拔，白手起家。,8,2,
60119,王洋,M,1691,1745,经商有道，诚信经营，富甲一方。,8,2,16710
60120,王凡,F,1686,1738,学识渊博，教书育人，桃李满天下。,8,2,
60121,王兰,F,1687,1757,精通医术，悬壶济世，救人无数。,8,2,16711
60122,王玉,F,1697,1760,投笔从戎，保家卫国，战功赫赫。,8,2,16711
60123,王刚,M,1689,,历经风雨，坚韧不拔，白手起家。,8,2,
60124,王勇,M,1694,1753,性情温和，与邻为善，家庭和睦。,8,2,
60125,王玉,F,1687,1749,投笔从戎，保家卫国，战功赫赫。,8,2,16712
60126,王兰,M,1689,1749,经商有道，诚信经营，富甲一方。,8,2,
60127,王娟,F,1676,1754,经商有道，诚信经营，富甲一方。,8,2,16713
60128,王媛,F,1675,,投笔从戎，保家卫国，战功赫赫。,8,2,16713
60129,王霞,F,1664,,精于农事，善于经营，家道日益兴旺。,8,2,16713
60130,王洋,M,1678,1744,经商有道，诚信经营，富甲一方。,8,2,
60131,王勇,M,1676,1739,性情温和，与邻为善，家庭和睦。,8,2,
60132,王桂,M,1666,1749,为人正直，乐于助人，在乡里享有崇高威望。,8,2,
60133,王燕,M,1661,1721,历经风雨，坚韧不拔，白手起家。,8,2,16714
60134,王秀,M,1662,1727,精通医术，悬壶济世，救人无数。,8,2,16714
60135,王贞,F,1657,1726,经商有道，诚信经营，富甲一方。,8,2,
60136,王玲,F,1667,1731,精通医术，悬壶济世，救人无数。,8,2,
60137,王琼,F,1665,1723,精通医术，悬壶济世，救人无数。,8,2,16715
60138,王贞,F,1673,1727,为人正直，乐于助人，在乡里享有崇高威望。,8,2,16715
60139,王云,F,1668,1731,投笔从戎，保家卫国，战功赫赫。,8,2,16715
60140,王英,M,1660,1732,精于农事，善于经营，家道日益兴旺。,8,2,
60141,王勇,M,1671,1742,潜心学问，著述丰富，为后世留下宝贵文化遗产。,8,2,
60142,王兰,M,1672,1730,精于农事，善于经营，家道日益兴旺。,8,2,
60143,王静,M,1680,1756,精于农事，善于经营，家道日益兴旺。,8,2,16716
60144,王婷,M,1688,1772,学识渊博，教书育人，桃李满天下。,8,2,16716
60145,王慧,F,1692,,学识渊博，教书育人，桃李满天下。,8,2,16716
60146,王凤,F,1681,1753,精通医术，悬壶济世，救人无数。,8,2,
60147,王嘉,F,1688,1738,精于农事，善于经营，家道日益兴旺。,8,2,
60148,王华,M,1697,1751,潜心学问，著述丰富，为后世留下宝贵文化遗产。,8,2,
60149,王瑞,F,1693,1759,性情温和，与邻为善，家庭和睦。,8,2,16717
60150,王海,M,1683,1756,投笔从戎，保家卫国，战功赫赫。,8,2,16717
60151,王军,M,1696,1774,精于农事，善于经营，家道日益兴旺。,8,2,16717
60152,王军,M,1688,1742,精于农事，善于经营，家道日益兴旺。,8,2,
60153,王霞,F,1683,1750,潜心学问，著述丰富，为后世留下宝贵文化遗产。,8,2,
60154,王霞,F,1693,1761,精于农事，善于经营，家道日益兴旺。,8,2,
60155,王妹,F,1686,1751,精于农事，善于经营，家道日益兴旺。,8,2,16718
60156,王海,M,1680,,投笔从戎，保家卫国，战功赫赫。,8,2,16718
60157,王桂,M,1690,1755,性情温和，与邻为善，家庭和睦。,8,2,16718
60158,王文,M,1683,1756,精通医术，悬壶济世，救人无数。,8,2,
60159,王素,F,1683,,潜心学问，著述丰富，为后世留下宝贵文化遗产。,8,2,
60160,王荣,F,1689,1755,精于农事，善于经营，家道日益兴旺。,8,2,
60161,王素,F,1697,1774,一生勤劳朴实，耕读传家。,8,2,16719
60162,王兰,M,1693,1760,精于农事，善于经营，家道日益兴旺。,8,2,16719
60163,王英,M,1702,1782,学识渊博，教书育人，桃李满天下。,8,2,
60164,王美,F,1691,1772,精通医术，悬壶济世，救人无数。,8,2,
60165,王雪,M,1693,1765,精通医术，悬壶济世，救人无数。,8,2,16720
60166,王洋,M,1697,1755,一生勤劳朴实，耕读传家。,8,2,16720
60167,王艳,F,1692,1751,潜心学问，著述丰富，为后世留下宝贵文化遗产。,8,2,
60168,王梅,F,1693,1744,性情温和，与邻为善，家庭和睦。,8,2,
60169,王芳,F,1678,1735,学识渊博，教书育人，桃李满天下。,8,2,16721
60170,王洋,M,1673,1736,精于农事，善于经营，家道日益兴旺。,8,2,
60171,王兰,F,1681,1739,经商有道，诚信经营，富甲一方。,8,2,16722
60172,王兰,M,1686,1736,历经风雨，坚韧不拔，白手起家。,8,2,16722
60173,王丽,M,1683,1734,精于农事，善于经营，家道日益兴旺。,8,2,16722
60174,王洋,M,1678,1741,精于农事，善于经营，家道日益兴旺。,8,2,
60175,王媛,F,1687,,潜心学问，著述丰富，为后世留下宝贵文化遗产。,8,2,
60176,王莲,F,1680,1749,一生勤劳朴实，耕读传家。,8,2,
60177,王桂,M,1669,1747,学识渊博，教书育人，桃李满天下。,8,2,16723
60178,王刚,M,1676,1751,学识渊博，教书育人，桃李满天下。,8,2,16723
60179,王素,F,1669,1720,历经风雨，坚韧不拔，白手起家。,8,2,
60180,王慧,F,1677,1730,历经风雨，坚韧不拔，白手起家。,8,2,
60181,王秀,M,1672,1728,投笔从戎，保家卫国，战功赫赫。,8,2,16724
60182,王素,F,1672,1722,性情温和，与邻为善，家庭和睦。,8,2,
60183,王伟,M,1683,,精通医术，悬壶济世，救人无数。,8,2,16725
60184,王环,F,1681,1744,经商有道，诚信经营，富甲一方。,8,2,
60185,王媛,F,1673,,潜心学问，著述丰富，为后世留下宝贵文化遗产。,8,2,16726
60186,王雪,F,1677,1739,潜心学问，著述丰富，为后世留下宝贵文化遗产。,8,2,16726
60187,王刚,M,1668,,历经风雨，坚韧不拔，白手起家。,8,2,
60188,王霞,M,1682,,经商有道，诚信经营，富甲一方。,8,2,
60189,王秀,M,1686,1748,精于农事，善于经营，家道日益兴旺。,8,2,16727
60190,王刚,M,1692,1766,为人正直，乐于助人，在乡里享有崇高威望。,8,2,16727
60191,王英,M,1688,1751,精于农事，善于经营，家道日益兴旺。,8,2,16727
60192,王燕,F,1690,1761,潜心学问，著述丰富，为后世留下宝贵文化遗产。,8,2,
60193,王慧,F,1695,1762,性情温和，与邻为善，家庭和睦。,8,2,
60194,王瑞,F,1686,1746,潜心学问，著述丰富，为后世留下宝贵文化遗产。,8,2,
60195,王超,M,1695,1766,投笔从戎，保家卫国，战功赫赫。,8,2,16728
60196,王雪,F,1696,,投笔从戎，保家卫国，战功赫赫。,8,2,16728
60197,王莲,F,1696,1779,性情温和，与邻为善，家庭和睦。,8,2,
60198,王文,M,1694,1747,学识渊博，教书育人，桃李满天下。,8,2,
60199,王华,M,1674,1731,精通医术，悬壶济世，救人无数。,8,2,16729
60200,王凤,F,1680,1765,经商有道，诚信经营，富甲一方。,8,2,16729
60201,王莉,F,1672,1730,历经风雨，坚韧不拔，白手起家。,8,2,16729
60202,王红,F,1678,1737,精于农事，善于经营，家道日益兴旺。,8,2,
60203,王华,M,1685,1736,精通医术，悬壶济世，救人无数。,8,2,
60204,王英,M,1674,1741,精通医术，悬壶济世，救人无数。,8,2,
60205,王杰,M,1678,1736,潜心学问，著述丰富，为后世留下宝贵文化遗产。,8,2,16730
60206,王琳,F,1676,1738,潜心学问，著述丰富，为后世留下宝贵文化遗产。,8,2,16730
60207,王芳,F,1677,1736,潜心学问，著述丰富，为后世留下宝贵文化遗产。,8,2,
60208,王霞,M,1680,1752,精于农事，善于经营，家道日益兴旺。,8,2,
60209,王磊,M,1670,1722,一生勤劳朴实，耕读传家。,8,2,16731
60210,王佳,F,1673,1727,经商有道，诚信经营，富甲一方。,8,2,
60211,王秀,M,1679,1759,为人正直，乐于助人，在乡里享有崇高威望。,8,2,16732
60212,王佳,F,1681,1753,历经风雨，坚韧不拔，白手起家。,8,2,
60213,王玉,F,1668,1737,性情温和，与邻为善，家庭和睦。,8,2,16733
60214,王英,M,1672,1732,经商有道，诚信经营，富甲一方。,8,2,
60215,王涛,M,1681,1765,学识渊博，教书育人，桃李满天下。,8,2,16734
60216,王美,F,1684,1738,精于农事，善于经营，家道日益兴旺。,8,2,16734
60217,王云,F,1673,1736,精于农事，善于经营，家道日益兴旺。,8,2,16734
60218,王萍,F,1680,1760,精通医术，悬壶济世，救人无数。,8,2,
60219,王海,M,1680,1750,性情温和，与邻为善，家庭和睦。,8,2,
60220,王珍,M,1677,1731,为人正直，乐于助人，在乡里享有崇高威望。,8,2,
60221,王妹,F,1674,1744,学识渊博，教书育人，桃李满天下。,8,2,16735
60222,王超,M,1685,1738,一生勤劳朴实，耕读传家。,8,2,16735
60223,王玉,M,1669,1741,一生勤劳朴实，耕读传家。,8,2,
60224,王梅,F,1690,1775,性情温和，与邻为善，家庭和睦。,8,2,
60225,王兰,F,1668,1723,精通医术，悬壶济世，救人无数。,8,2,16736
60226,王琼,F,1682,1749,投笔从戎，保家卫国，战功赫赫。,8,2,16736
60227,王莉,F,1668,1748,学识渊博，教书育人，桃李满天下。,8,2,16736
60228,王秀,M,1666,1716,经商有道，诚信经营，富甲一方。,8,2,
60229,王云,M,1682,1766,投笔从戎，保家卫国，战功赫赫。,8,2,
60230,王云,M,1673,1729,潜心学问，著述丰富，为后世留下宝贵文化遗产。,8,2,
60231,王芳,M,1692,1770,性情温和，与邻为善，家庭和睦。,8,2,16737
60232,王莉,F,1688,,投笔从戎，保家卫国，战功赫赫。,8,2,
60233,王霞,M,1679,1746,精于农事，善于经营，家道日益兴旺。,8,2,16738
60234,王琳,F,1684,1744,性情温和，与邻为善，家庭和睦。,8,2,
60235,王红,F,1694,1750,历经风雨，坚韧不拔，白手起家。,8,2,16739
60236,王慧,F,1691,,一生勤劳朴实，耕读传家。,8,2,16739
60237,王兰,M,1694,1778,精于农事，善于经营，家道日益兴旺。,8,2,
60238,王洋,M,1695,1778,潜心学问，著述丰富，为后世留下宝贵文化遗产。,8,2,
60239,王涛,M,1685,1736,精通医术，悬壶济世，救人无数。,8,2,16740
60240,王素,F,1684,1741,潜心学问，著述丰富，为后世留下宝贵文化遗产。,8,2,
60241,王真,F,1694,1748,精通医术，悬壶济世，救人无数。,8,2,16741
60242,王云,F,1681,1762,投笔从戎，保家卫国，战功赫赫。,8,2,16741
60243,王平,M,1698,1757,一生勤劳朴实，耕读传家。,8,2,
60244,王英,M,1681,1731,精通医术，悬壶济世，救人无数。,8,2,
60245,王琼,F,1699,1780,为人正直，乐于助人，在乡里享有崇高威望。,8,2,16742
60246,王静,M,1696,1749,一生勤劳朴实，耕读传家。,8,2,16742
60247,王丽,M,1698,1768,精通医术，悬壶济世，救人无数。,8,2,
60248,王巧,F,1693,1776,为人正直，乐于助人，在乡里享有崇高威望。,8,2,
60249,王艳,M,1679,,历经风雨，坚韧不拔，白手起家。,8,2,16743
60250,王萍,F,1677,1732,潜心学问，著述丰富，为后世留下宝贵文化遗产。,8,2,16743
60251,王贞,F,1682,1767,性情温和，与邻为善，家庭和睦。,8,2,16743
60252,王萍,F,1674,1739,投笔从戎，保家卫国，战功赫赫。,8,2,
60253,王勇,M,1674,,一生勤劳朴实，耕读传家。,8,2,
60254,王玲,M,1687,,历经风雨，坚韧不拔，白手起家。,8,2,
60255,王霞,F,1682,,性情温和，与邻为善，家庭和睦。,8,2,16744
60256,王勇,M,1679,1740,历经风雨，坚韧不拔，白手起家。,8,2,16744
60257,王梅,M,1686,1739,精通医术，悬壶济世，救人无数。,8,2,
60258,王艳,F,1681,1743,历经风雨，坚韧不拔，白手起家。,8,2,
60259,王明,M,1683,1767,性情温和，与邻为善，家庭和睦。,8,2,16745
60260,王素,F,1679,1744,历经风雨，坚韧不拔，白手起家。,8,2,
60261,王华,M,1680,1744,学识渊博，教书育人，桃李满天下。,8,2,16746
60262,王荣,F,1683,,精通医术，悬壶济世，救人无数。,8,2,
60263,王玉,M,1696,1751,历经风雨，坚韧不拔，白手起家。,8,2,16747
60264,王杰,M,1685,1743,为人正直，乐于助人，在乡里享有崇高威望。,8,2,16747
60265,王洁,F,1697,,潜心学问，著述丰富，为后世留下宝贵文化遗产。,8,2,16747
60266,王洁,F,1693,1773,一生勤劳朴实，耕读传家。,8,2,
60267,王嘉,F,1683,1747,为人正直，乐于助人，在乡里享有崇高威望。,8,2,
60268,王文,M,1702,1752,历经风雨，坚韧不拔，白手起家。,8,2,
60269,王媛,F,1690,1771,性情温和，与邻为善，家庭和睦。,8,2,16748
60270,王刚,M,1693,1761,性情温和，与邻为善，家庭和睦。,8,2,16748
60271,王艳,M,1692,1749,一生勤劳朴实，耕读传家。,8,2,
60272,王莲,F,1688,,一生勤劳朴实，耕读传家。,8,2,
60273,王华,F,1709,1775,投笔从戎，保家卫国，战功赫赫。,8,2,16749
60274,王超,M,1710,1771,性情温和，与邻为善，家庭和睦。,8,2,
60275,王志,M,1695,1772,为人正直，乐于助人，在乡里享有崇高威望。,8,2,16750
60276,王娜,M,1695,1752,历经风雨，坚韧不拔，白手起家。,8,2,16750
60277,王荣,F,1694,1775,经商有道，诚信经营，富甲一方。,8,2,16750
60278,王凡,F,1694,1773,投笔从戎，保家卫国，战功赫赫。,8,2,
60279,王莉,F,1698,1776,经商有道，诚信经营，富甲一方。,8,2,
60280,王勇,M,1693,1776,精于农事，善于经营，家道日益兴旺。,8,2,
60281,王刚,M,1690,1756,为人正直，乐于助人，在乡里享有崇高威望。,8,2,16751
60282,王慧,F,1695,1757,历经风雨，坚韧不拔，白手起家。,8,2,
